timeLog,thermoLog
0,[15.8083154]
50,[16.47294286]
100,[16.14062913]
150,[15.8083154]
201,[10.98976625]
250,[17.13757033]
300,[17.96835467]
350,[15.47600166]
400,[14.64521733]
450,[16.306786]
500,[16.14062913]
550,[16.8052566]
600,[15.47600166]
650,[20.44688645]
700,[20.93040293]
750,[15.64215853]
800,[16.63909973]
850,[16.63909973]
900,[20.93040293]
950,[21.73626374]
1000,[15.8083154]
1050,[15.30984479]
1100,[15.47600166]
1150,[16.97141347]
1201,[13.14980552]
1250,[15.47600166]
1300,[15.8083154]
1350,[18.3006684]
1400,[20.44688645]
1450,[16.14062913]
1500,[16.14062913]
1550,[16.47294286]
1600,[18.96529587]
1650,[18.13451154]
1700,[16.14062913]
1750,[15.47600166]
1800,[17.3037272]
1850,[19.13145274]
1900,[19.96223708]
1950,[15.97447226]
2000,[16.8052566]
2050,[16.47294286]
2100,[16.8052566]
2150,[16.47294286]
2201,[15.64215853]
2250,[17.13757033]
2300,[19.62992334]
2350,[22.54212454]
2400,[16.14062913]
2450,[15.64215853]
2500,[16.306786]
2550,[16.97141347]
2600,[21.41391941]
2650,[14.47906046]
2700,[15.8083154]
2750,[16.63909973]
2800,[15.30984479]
2850,[15.97447226]
2900,[15.8083154]
2950,[18.13451154]
3000,[19.46376647]
3050,[19.62992334]
3100,[17.3037272]
3150,[15.47600166]
3201,[15.47600166]
3250,[18.79913901]
3300,[16.14062913]
3350,[15.14368793]
3400,[14.97753106]
3450,[16.47294286]
3500,[17.13757033]
3550,[18.13451154]
3600,[16.14062913]
3650,[15.97447226]
3700,[17.13757033]
3750,[18.13451154]
3800,[15.47600166]
3850,[16.8052566]
3900,[16.306786]
3950,[17.63604094]
4000,[20.44688645]
4050,[15.14368793]
4100,[16.8052566]
4150,[16.14062913]
4201,[13.64827612]
4250,[17.8021978]
4300,[16.47294286]
4350,[15.8083154]
4400,[15.47600166]
4450,[16.14062913]
4500,[16.306786]
4550,[15.47600166]
4600,[14.81137419]
4650,[18.79913901]
4700,[19.13145274]
4750,[16.306786]
4800,[15.8083154]
4850,[16.8052566]
4900,[17.8021978]
4950,[17.3037272]
5000,[15.30984479]
5050,[16.8052566]
5100,[14.97753106]
5150,[11.48823685]
5201,[21.25274725]
5250,[15.64215853]
5300,[16.47294286]
5350,[15.64215853]
5400,[18.46682527]
5450,[15.97447226]
5500,[15.47600166]
5550,[15.8083154]
5600,[12.48517805]
5650,[12.98364865]
5700,[14.97753106]
5750,[15.97447226]
5800,[15.14368793]
5850,[10.82360938]
5900,[8.82972697]
5950,[16.306786]
6000,[14.97753106]
6050,[15.30984479]
6100,[15.97447226]
6150,[13.48211926]
6201,[16.14062913]
6250,[16.14062913]
6300,[13.14980552]
6350,[12.48517805]
6400,[16.8052566]
6450,[16.306786]
6500,[15.8083154]
6550,[16.97141347]
6600,[11.48823685]
6650,[15.30984479]
6700,[16.306786]
6750,[15.64215853]
6800,[18.79913901]
6850,[19.13145274]
6900,[16.306786]
6950,[16.14062913]
7000,[18.13451154]
7050,[17.13757033]
7100,[17.96835467]
7150,[16.306786]
7201,[14.81137419]
7250,[17.3037272]
7300,[14.14674672]
7350,[16.14062913]
7400,[16.14062913]
7450,[16.47294286]
7500,[19.96223708]
7550,[18.46682527]
7600,[16.14062913]
7650,[15.47600166]
7700,[15.14368793]
7750,[14.97753106]
7800,[22.05860806]
7850,[16.8052566]
7900,[15.64215853]
7950,[15.64215853]
8000,[15.8083154]
8050,[16.14062913]
8100,[14.64521733]
8150,[14.97753106]
8201,[14.81137419]
8250,[20.44688645]
8300,[14.97753106]
8350,[16.8052566]
8400,[16.8052566]
8450,[16.14062913]
8500,[21.09157509]
8550,[16.14062913]
8600,[16.8052566]
8650,[15.97447226]
8700,[15.14368793]
8750,[14.81137419]
8800,[16.306786]
8850,[15.97447226]
8900,[17.13757033]
8950,[18.79913901]
9000,[16.306786]
9050,[16.47294286]
9100,[16.14062913]
9150,[15.47600166]
9201,[11.65439372]
9250,[15.8083154]
9300,[15.30984479]
9350,[14.97753106]
9400,[13.14980552]
9450,[14.81137419]
9500,[16.14062913]
9550,[15.47600166]
9600,[14.14674672]
9650,[15.14368793]
9700,[13.81443299]
9750,[15.8083154]
9800,[15.14368793]
9850,[15.47600166]
9900,[17.3037272]
9950,[16.14062913]
10000,[14.31290359]
10050,[14.97753106]
10100,[11.48823685]
10150,[8.82972697]
10201,[15.8083154]
10250,[15.30984479]
10300,[15.97447226]
10350,[18.13451154]
10400,[12.15286432]
10450,[15.8083154]
10500,[15.8083154]
10550,[16.306786]
10600,[18.13451154]
10650,[20.93040293]
10700,[14.47906046]
10750,[15.97447226]
10800,[14.97753106]
10850,[11.82055058]
10900,[14.81137419]
10950,[16.14062913]
11000,[15.64215853]
11050,[18.13451154]
11100,[11.48823685]
11150,[18.3006684]
11201,[15.8083154]
11250,[16.306786]
11300,[18.79913901]
11350,[18.13451154]
11400,[14.81137419]
11450,[15.64215853]
11500,[16.47294286]
11550,[13.14980552]
11600,[17.46988407]
11650,[17.13757033]
11700,[16.8052566]
11750,[18.46682527]
11800,[22.21978022]
11850,[15.47600166]
11900,[15.30984479]
11950,[16.306786]
12000,[15.8083154]
12050,[20.93040293]
12100,[14.81137419]
12150,[16.14062913]
12201,[17.13757033]
12250,[10.98976625]
12300,[11.48823685]
12350,[16.306786]
12400,[16.97141347]
12450,[16.14062913]
12500,[20.12454212]
12550,[16.306786]
12600,[15.8083154]
12650,[15.8083154]
12700,[12.98364865]
12750,[20.44688645]
12800,[15.8083154]
12850,[16.8052566]
12900,[13.81443299]
12950,[13.48211926]
13000,[11.48823685]
13050,[16.8052566]
13100,[14.97753106]
13150,[15.47600166]
13201,[13.48211926]
13250,[10.49129565]
13300,[15.47600166]
13350,[15.47600166]
13400,[16.14062913]
13450,[12.31902119]
13500,[15.97447226]
13550,[16.14062913]
13600,[16.47294286]
13650,[16.306786]
13700,[10.15898191]
13750,[15.47600166]
13800,[15.30984479]
13850,[17.13757033]
13900,[18.79913901]
13950,[19.46376647]
14000,[14.81137419]
14050,[15.8083154]
14100,[18.13451154]
14150,[12.81749179]
14201,[9.32819758]
14250,[15.47600166]
14300,[15.8083154]
14350,[15.8083154]
14400,[16.306786]
14450,[15.47600166]
14500,[15.64215853]
14550,[16.47294286]
14600,[15.64215853]
14650,[21.25274725]
14700,[16.306786]
14750,[15.8083154]
14800,[14.31290359]
14850,[13.31596239]
14900,[21.41391941]
14950,[15.47600166]
15000,[14.47906046]
15050,[14.97753106]
15100,[13.48211926]
15150,[9.49435444]
15201,[15.47600166]
15250,[14.81137419]
15300,[14.14674672]
15350,[13.14980552]
15400,[15.8083154]
15450,[14.97753106]
15500,[15.14368793]
15550,[16.47294286]
15600,[9.16204071]
15650,[15.14368793]
15700,[15.14368793]
15750,[16.8052566]
15800,[18.79913901]
15850,[18.46682527]
15900,[16.14062913]
15950,[16.97141347]
16000,[16.306786]
16050,[13.31596239]
16100,[22.05860806]
16150,[15.97447226]
16201,[15.30984479]
16250,[16.47294286]
16300,[15.64215853]
16350,[15.14368793]
16400,[15.8083154]
16450,[16.14062913]
16500,[14.81137419]
16550,[16.97141347]
16600,[15.97447226]
16650,[15.47600166]
16700,[13.48211926]
16750,[14.81137419]
16800,[20.76923077]
16850,[14.97753106]
16900,[15.14368793]
16950,[15.64215853]
17000,[15.8083154]
17050,[16.47294286]
17100,[16.47294286]
17150,[15.8083154]
17201,[15.47600166]
17250,[18.3006684]
17300,[16.306786]
17350,[15.97447226]
17400,[16.14062913]
17450,[12.81749179]
17500,[9.16204071]
17550,[15.8083154]
17600,[16.14062913]
17650,[16.63909973]
17700,[18.63298214]
17750,[9.16204071]
17800,[15.14368793]
17850,[15.14368793]
17900,[16.63909973]
17950,[16.97141347]
18000,[20.76923077]
18050,[16.14062913]
18100,[15.8083154]
18150,[16.8052566]
18201,[16.14062913]
18250,[16.8052566]
18300,[15.8083154]
18350,[15.14368793]
18400,[16.47294286]
18450,[22.38095238]
18500,[15.8083154]
18550,[15.47600166]
18600,[14.31290359]
18650,[13.64827612]
18700,[21.73626374]
18750,[15.47600166]
18800,[15.14368793]
18850,[16.306786]
18900,[17.46988407]
18950,[11.32207998]
19000,[15.47600166]
19050,[15.97447226]
19100,[15.47600166]
19150,[13.14980552]
19201,[15.14368793]
19250,[16.8052566]
19300,[15.47600166]
19350,[16.97141347]
19400,[10.15898191]
19450,[15.14368793]
19500,[15.8083154]
19550,[15.97447226]
19600,[17.13757033]
19650,[22.05860806]
19700,[16.14062913]
19750,[16.306786]
19800,[15.64215853]
19850,[11.48823685]
19900,[19.62992334]
19950,[14.81137419]
20000,[15.47600166]
20050,[15.97447226]
20100,[16.63909973]
20150,[15.14368793]
20201,[15.8083154]
20250,[16.63909973]
20300,[15.30984479]
20350,[16.14062913]
20400,[16.306786]
20450,[16.14062913]
20500,[15.97447226]
20550,[17.63604094]
20600,[8.99588384]
20650,[15.47600166]
20700,[15.64215853]
20750,[15.47600166]
20800,[17.3037272]
20850,[18.46682527]
20900,[16.47294286]
20950,[15.8083154]
21000,[15.8083154]
21050,[12.98364865]
21100,[16.14062913]
21150,[15.14368793]
21201,[15.64215853]
21250,[17.63604094]
21300,[19.29760961]
21350,[16.14062913]
21400,[15.64215853]
21450,[16.306786]
21500,[11.48823685]
21550,[18.13451154]
21600,[14.47906046]
21650,[15.8083154]
21700,[16.8052566]
21750,[13.14980552]
21800,[10.49129565]
21850,[15.97447226]
21900,[16.14062913]
21950,[16.14062913]
22000,[19.46376647]
22050,[15.14368793]
22100,[15.30984479]
22150,[15.14368793]
22201,[15.30984479]
22250,[16.14062913]
22300,[14.81137419]
22350,[16.306786]
22400,[16.14062913]
22450,[17.13757033]
22500,[10.82360938]
22550,[14.81137419]
22600,[16.47294286]
22650,[16.306786]
22700,[17.63604094]
22750,[11.48823685]
22800,[15.47600166]
22850,[15.14368793]
22900,[15.97447226]
22950,[14.64521733]
23000,[14.81137419]
23050,[18.13451154]
23100,[14.97753106]
23150,[16.306786]
23201,[17.3037272]
23250,[13.64827612]
23300,[16.14062913]
23350,[16.97141347]
23400,[19.62992334]
23450,[16.97141347]
23500,[16.14062913]
23550,[16.14062913]
23600,[16.8052566]
23650,[15.47600166]
23700,[16.14062913]
23750,[15.14368793]
23800,[16.14062913]
23850,[16.63909973]
23900,[10.15898191]
23950,[15.47600166]
24000,[15.30984479]
24050,[15.30984479]
24100,[17.46988407]
24150,[17.46988407]
24201,[16.8052566]
24250,[15.30984479]
24300,[15.14368793]
24350,[12.48517805]
24400,[18.13451154]
24450,[15.47600166]
24500,[14.81137419]
24550,[14.81137419]
24600,[12.81749179]
24650,[15.97447226]
24700,[14.97753106]
24750,[14.14674672]
24800,[16.47294286]
24850,[20.12454212]
