timeLog,thermoLog
0,[14.97753106]
50,[14.31290359]
100,[14.81137419]
150,[17.3037272]
200,[11.82055058]
250,[14.14674672]
300,[15.14368793]
350,[15.47600166]
400,[17.13757033]
450,[17.13757033]
500,[14.14674672]
550,[13.98058986]
600,[15.47600166]
650,[17.8021978]
700,[14.81137419]
750,[14.14674672]
800,[12.81749179]
850,[12.48517805]
900,[10.65745251]
950,[14.97753106]
1000,[15.8083154]
1050,[14.31290359]
1100,[11.82055058]
1150,[18.13451154]
1200,[14.14674672]
1250,[15.14368793]
1300,[13.48211926]
1350,[12.98364865]
1400,[15.14368793]
1450,[14.47906046]
1500,[14.81137419]
1550,[16.306786]
1600,[17.63604094]
1650,[13.64827612]
1700,[14.81137419]
1750,[15.64215853]
1800,[15.47600166]
1850,[19.62992334]
1900,[15.47600166]
1950,[14.47906046]
2000,[14.97753106]
2050,[16.97141347]
2100,[15.97447226]
2150,[14.47906046]
2200,[14.47906046]
2250,[13.64827612]
2300,[9.66051131]
2350,[14.14674672]
2400,[14.31290359]
2450,[14.14674672]
2500,[13.31596239]
2550,[11.98670745]
2600,[15.14368793]
2650,[13.98058986]
2700,[13.81443299]
2750,[12.65133492]
2800,[14.81137419]
2850,[14.31290359]
2900,[14.14674672]
2950,[15.47600166]
3000,[16.63909973]
3050,[15.14368793]
3100,[16.306786]
3150,[15.8083154]
3200,[15.47600166]
3250,[18.13451154]
3300,[14.64521733]
3350,[14.31290359]
3400,[15.30984479]
3450,[16.14062913]
3500,[15.8083154]
3550,[14.64521733]
3600,[14.97753106]
3650,[14.31290359]
3700,[14.14674672]
3750,[14.14674672]
3800,[13.64827612]
3850,[13.64827612]
3900,[12.98364865]
3950,[16.8052566]
4000,[14.14674672]
4050,[13.81443299]
4100,[13.31596239]
4150,[13.81443299]
4200,[13.64827612]
4250,[14.81137419]
4300,[15.47600166]
4350,[14.64521733]
4400,[17.8021978]
4450,[15.30984479]
4500,[14.47906046]
4550,[16.47294286]
4600,[16.97141347]
4650,[17.46988407]
4700,[14.47906046]
4750,[14.47906046]
4800,[15.64215853]
4850,[15.47600166]
4900,[18.3006684]
4950,[14.64521733]
5000,[15.64215853]
5050,[13.64827612]
5100,[13.14980552]
5150,[14.97753106]
5200,[14.81137419]
5250,[14.31290359]
5300,[13.64827612]
5350,[13.14980552]
5400,[15.47600166]
5450,[14.14674672]
5500,[13.64827612]
5550,[15.97447226]
5600,[13.64827612]
5650,[14.14674672]
5700,[13.48211926]
5750,[13.14980552]
5800,[16.47294286]
5850,[14.64521733]
5900,[14.47906046]
5950,[13.81443299]
6000,[12.81749179]
6050,[19.46376647]
6100,[14.14674672]
6150,[14.14674672]
6200,[14.31290359]
6250,[10.65745251]
6300,[16.14062913]
6350,[14.81137419]
6400,[14.64521733]
6450,[15.14368793]
6500,[9.82666818]
6550,[13.81443299]
6600,[14.81137419]
6650,[14.64521733]
6700,[16.47294286]
6750,[11.82055058]
6800,[13.64827612]
6850,[14.81137419]
6900,[14.31290359]
6950,[16.97141347]
7000,[10.15898191]
7050,[14.14674672]
7100,[13.98058986]
7150,[13.48211926]
7200,[11.82055058]
7250,[14.47906046]
7300,[14.31290359]
7350,[13.64827612]
7400,[11.48823685]
7450,[14.14674672]
7500,[14.14674672]
7550,[14.81137419]
7600,[15.14368793]
7650,[12.81749179]
7700,[18.13451154]
7750,[15.30984479]
7800,[16.306786]
7850,[14.81137419]
7900,[11.32207998]
7950,[14.81137419]
8000,[13.14980552]
8050,[15.14368793]
8100,[15.30984479]
8150,[12.15286432]
8200,[14.47906046]
8250,[14.14674672]
8300,[14.81137419]
8350,[16.97141347]
8400,[10.15898191]
8450,[14.47906046]
8500,[15.14368793]
8550,[13.48211926]
8600,[13.64827612]
8650,[14.47906046]
8700,[15.14368793]
8750,[13.64827612]
8800,[13.64827612]
8850,[16.47294286]
8900,[15.14368793]
8950,[15.14368793]
9000,[15.64215853]
9050,[13.14980552]
9100,[10.98976625]
9150,[14.14674672]
9200,[14.14674672]
9250,[13.81443299]
9300,[18.13451154]
9350,[13.98058986]
9400,[13.81443299]
9450,[13.64827612]
9500,[12.81749179]
9550,[17.13757033]
9600,[14.81137419]
9650,[14.47906046]
9700,[13.48211926]
9750,[12.15286432]
9800,[20.76923077]
9850,[14.31290359]
9900,[12.81749179]
9950,[14.81137419]
10000,[12.15286432]
10050,[14.14674672]
10100,[14.14674672]
10150,[14.81137419]
10200,[15.47600166]
10250,[10.32513878]
10300,[13.48211926]
10350,[14.81137419]
10400,[15.64215853]
10450,[16.47294286]
10500,[10.49129565]
10550,[14.81137419]
10600,[14.81137419]
10650,[14.14674672]
10700,[18.63298214]
10750,[16.47294286]
10800,[14.14674672]
10850,[15.47600166]
10900,[14.47906046]
10950,[10.15898191]
11000,[13.48211926]
11050,[13.98058986]
11100,[14.31290359]
11150,[17.3037272]
11200,[14.81137419]
11250,[14.31290359]
11300,[13.64827612]
11350,[15.14368793]
11400,[16.8052566]
11450,[9.16204071]
11500,[14.31290359]
11550,[14.47906046]
11600,[13.64827612]
11650,[16.14062913]
11700,[13.81443299]
11750,[14.14674672]
11800,[14.14674672]
11850,[12.31902119]
11900,[18.3006684]
11950,[14.81137419]
12000,[14.81137419]
12050,[15.30984479]
12100,[10.15898191]
12150,[14.31290359]
12200,[14.14674672]
12250,[14.31290359]
12300,[14.14674672]
12350,[18.96529587]
12400,[14.81137419]
12450,[14.31290359]
12500,[13.81443299]
12550,[13.14980552]
12600,[18.96529587]
12650,[14.14674672]
