timeLog,thermoLog
0,[17.46988407]
49,[16.14062913]
99,[12.48517805]
149,[17.13757033]
199,[15.14368793]
249,[15.30984479]
299,[15.8083154]
349,[17.96835467]
399,[13.81443299]
449,[16.306786]
499,[14.81137419]
549,[15.47600166]
599,[12.48517805]
649,[16.47294286]
699,[16.14062913]
749,[16.14062913]
799,[18.79913901]
849,[20.93040293]
899,[15.8083154]
949,[15.64215853]
999,[15.14368793]
1049,[12.81749179]
1099,[11.15592311]
1149,[15.97447226]
1199,[15.8083154]
1249,[16.47294286]
1299,[19.46376647]
1349,[11.48823685]
1399,[15.64215853]
1449,[16.14062913]
1499,[16.97141347]
1549,[13.81443299]
1599,[15.47600166]
1649,[15.47600166]
1699,[15.64215853]
1749,[16.97141347]
1799,[19.62992334]
1849,[16.14062913]
1899,[15.64215853]
1949,[15.14368793]
1999,[15.97447226]
2049,[9.82666818]
2099,[16.14062913]
2149,[16.14062913]
2199,[16.14062913]
2249,[18.79913901]
2299,[20.60805861]
2349,[15.64215853]
2399,[15.97447226]
2449,[14.47906046]
2499,[13.81443299]
2549,[13.64827612]
2599,[16.14062913]
2649,[15.14368793]
2699,[16.14062913]
2749,[14.47906046]
2799,[11.15592311]
2849,[14.14674672]
2899,[15.97447226]
2949,[14.81137419]
2999,[11.82055058]
3049,[16.14062913]
3099,[15.97447226]
3149,[15.64215853]
3199,[17.96835467]
3249,[19.13145274]
3299,[15.47600166]
3349,[16.14062913]
3399,[14.81137419]
3449,[13.14980552]
3499,[18.3006684]
3549,[15.8083154]
3599,[15.8083154]
3649,[15.97447226]
3699,[14.97753106]
3749,[9.99282504]
3799,[14.81137419]
3849,[15.14368793]
3899,[14.81137419]
3949,[18.3006684]
3999,[17.46988407]
4049,[16.47294286]
4099,[16.8052566]
4149,[16.47294286]
4199,[13.48211926]
4249,[14.81137419]
4299,[14.97753106]
4349,[16.63909973]
4399,[18.79913901]
4449,[22.05860806]
4499,[16.14062913]
4549,[16.306786]
4599,[14.81137419]
4649,[13.14980552]
